Season;Azimuth;Angle;PctOnModule
Summer;-135;60;[0.0012762235839831701, 0.001283235801477583, 0.001283235801477583, 0.001283235801477583, 0.00712439424745121, 0.030611322312983115, 0.06892193665559204, 0.10247182680602425, 0.1455297129153166, 0.29601966543258845, 0.4061723650804694, 0.4761654181015767, 0.5018330538668406, 0.4975162041380681, 0.4462499288292365, 0.3615542958260184, 0.2511330175427107, 0.11864929097470762, 0.03210637017346278, 0.003890030996803816, 0.001283235801477583, 0.001283235801477583, 0.001283235801477583, 0.001283235801477583]
Winter;-135;60;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037330909602726484, 0.02033098071293597, 0.06210706861954101, 0.16815524335643267, 0.2296852993070034, 0.2714045441682052, 0.2753083946474137, 0.242431870696848, 0.17787821825043146, 0.10000847191130272, 0.024495063516020335, 0.0017607268042772416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-135;65;[0.0012438908153192675, 0.0012507253802386041, 0.0012507253802386041, 0.0012507253802386041, 0.006812793266987273, 0.029726153114840188, 0.06748527481569315, 0.10079308439283723, 0.13457126386082144, 0.2643365167503905, 0.3787836287352988, 0.4531603135447979, 0.4834130754444446, 0.48323912718021056, 0.436291732032897, 0.3554102610307582, 0.24815164699812045, 0.11744722055913416, 0.03180098904203804, 0.0039079446392865985, 0.0012507253802386041, 0.0012507253802386041, 0.0012507253802386041, 0.0012507253802386041]
Winter;-135;65;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035404559427252074, 0.019727718881782475, 0.05711989643882582, 0.15866846135748935, 0.22190426589198928, 0.2652339411876287, 0.27116035501186203, 0.24032433651216337, 0.17742052666402314, 0.1005008012225099, 0.024646298450222603, 0.0017855852621800042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-135;70;[0.0012102004300950184, 0.0012168498830076285, 0.0012168498830076285, 0.0012168498830076285, 0.006494281624660034, 0.028811501281761045, 0.06598893784920082, 0.09904250648520523, 0.13160543073908704, 0.23145495408032787, 0.34953423753031737, 0.4278813053671859, 0.4625152732652224, 0.4664722219530968, 0.4240591890399947, 0.3473682151808196, 0.24379494053052664, 0.11558377654107205, 0.03130731020409799, 0.003904664873423949, 0.0012168498830076285, 0.0012168498830076285, 0.0012168498830076285, 0.0012168498830076285]
Winter;-135;70;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003345766615175413, 0.019099149897975152, 0.05203647655682166, 0.14844240940021816, 0.21306187742814797, 0.25773351350258034, 0.2656139952864038, 0.23692209963562003, 0.17596590869396772, 0.1003897961602507, 0.024642877930544076, 0.0017976220321454146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-135;75;[0.0011754073208380866, 0.0011818656028207135, 0.0011818656028207135, 0.0011818656028207135, 0.006167009990644075, 0.02786882821126772, 0.06444318230122165, 0.0972331887249142, 0.12954576988527497, 0.197603548765407, 0.31860485974344627, 0.4004696369791685, 0.43924887013195785, 0.44730193223183445, 0.40961869008421614, 0.3374736959471878, 0.23809053981214492, 0.11307259494761128, 0.030630001752314034, 0.003880213957005227, 0.0011818656028207135, 0.0011818656028207135, 0.0011818656028207135, 0.0011818656028207135]
Winter;-135;75;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031460769803032373, 0.018450966743386636, 0.04802480403986041, 0.13754700620830076, 0.2032147740739426, 0.24894879768696127, 0.25870291298719844, 0.23224646093029747, 0.173522565013488, 0.09968109906563535, 0.024486320632850393, 0.0017967504369768826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-135;80;[0.0011397750574480567, 0.0011460375577637054, 0.0011460375577637054, 0.0011460375577637054, 0.005835574436835008, 0.026906913323216434, 0.06285968079798952, 0.09537871657383003, 0.12743331383998427, 0.16971742984008611, 0.28619330579289454, 0.3710838186520739, 0.4137390889019347, 0.42582917674301823, 0.39304929467753635, 0.3257840167349671, 0.23107455373016733, 0.10992919698594944, 0.02977466405141705, 0.0038347579190405193, 0.0011460375577637054, 0.0011460375577637054, 0.0011460375577637054, 0.0011460375577637054]
Winter;-135;80;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029419310672137793, 0.01778833586081853, 0.04505142442000794, 0.1260578161465962, 0.19242662758659246, 0.23893310183704056, 0.2504683281801887, 0.22632765556917092, 0.1701083450728199, 0.09837638937524394, 0.02417703270049862, 0.0017848547926243936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-135;85;[0.001103573918579212, 0.0011096375115384387, 0.0011096375115384387, 0.0011096375115384387, 0.005505781054951521, 0.02593585088804549, 0.061251596972658584, 0.0934930675389723, 0.12528390271359696, 0.1564746205316533, 0.2525141688246074, 0.3398999259466361, 0.38612774416631407, 0.4021699164234894, 0.37444304533688555, 0.3123678456876938, 0.22279267555420806, 0.10617746437181139, 0.028746153276827988, 0.003768605899886235, 0.0012090634420941064, 0.0011096375115384387, 0.0011096375115384387, 0.0011096375115384387]
Winter;-135;85;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002739032616454502, 0.017115152088194217, 0.04253216970639808, 0.11405569771631462, 0.18076799451150796, 0.22774750254239182, 0.2409591066111156, 0.21919925986495947, 0.16574572409961594, 0.09648336634988293, 0.023718167026954746, 0.0017604836120551784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-135;90;[0.0010670788621845275, 0.001072941932855871, 0.001072941932855871, 0.001072941932855871, 0.00517383272736327, 0.024960723929869415, 0.05963181871190224, 0.09159050894707188, 0.12311374923110867, 0.14931459389759386, 0.2177981781020226, 0.3071116951635546, 0.3565737273552151, 0.37645647147921085, 0.35390527981337033, 0.29730485641997695, 0.21329836482365644, 0.10184123237434574, 0.027551409325469643, 0.0036822089065918443, 0.0012927751118462154, 0.001072941932855871, 0.001072941932855871, 0.001072941932855871]
Winter;-135;90;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002539588530084268, 0.01643859066944309, 0.040601634413706046, 0.10212410718959475, 0.168316126035794, 0.2154608309686646, 0.23023179686697973, 0.21090239748617542, 0.16046055809952217, 0.09401891819599424, 0.023114415330226852, 0.0017236509608386742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;0;[0.0014848303137210295, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.01692378917854296, 0.10678669266047341, 0.23993727238469653, 0.35079946154549485, 0.4492065053308653, 0.5217960438267054, 0.546540881696279, 0.5446822341372546, 0.509212973263313, 0.46114632391924415, 0.3808051348085518, 0.28478917153171357, 0.18128702334083682, 0.08293824795911268, 0.021684271495763678, 0.0022057133530984274, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782]
Winter;-90;0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008443614010334298, 0.06633960914801205, 0.14631733988627396, 0.20750167901539215, 0.22961024122382903, 0.23591655791295274, 0.21445811363371162, 0.16867856818411858, 0.10956426384837953, 0.051585659633706746, 0.012082585973345703, 0.0006279227246654499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;5;[0.0014832447214188774, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.009594355228926087, 0.07804304265694421, 0.19571058993940488, 0.3111155296114567, 0.41640621439396786, 0.4974594412763134, 0.5324368614408058, 0.539970649317335, 0.5129140431439144, 0.4718278927738933, 0.39627870719015834, 0.3024621576935282, 0.19791387168399305, 0.09322525975365595, 0.02571177892108386, 0.00310705026974193, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097]
Winter;-90;5;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005384604073569971, 0.049088862500779026, 0.12476633446228669, 0.19155181985192646, 0.22142564284441338, 0.23315721546265392, 0.21662572749313283, 0.1742866435045724, 0.11620810535508502, 0.0569818686313025, 0.013773436617321996, 0.0008113777729147493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;10;[0.0014784998257940988, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055, 0.009093092444679414, 0.05235968233944268, 0.15151290291115965, 0.26917088818063306, 0.3810258654304983, 0.4703360750995926, 0.5155703265797359, 0.5325685678494142, 0.5140558521892044, 0.48012641200669165, 0.409694636260683, 0.31850205138212184, 0.213429904905987, 0.10298879996741873, 0.029597520666304, 0.003988194908025062, 0.0022144280269668537, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055]
Winter;-90;10;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0049496091715943245, 0.03442837930923183, 0.10303262957055433, 0.17451187979332503, 0.21216161117680238, 0.22929630483539984, 0.2177748999163424, 0.1790412681142676, 0.12225606405060935, 0.06207311851437743, 0.015387697343789152, 0.0009891834119791297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;15;[0.0014706311859125647, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523, 0.009015706927644777, 0.035980352060330296, 0.11570712591975513, 0.2252210792692324, 0.3432606681962541, 0.4405619489932915, 0.49602151071357176, 0.5225106433592379, 0.5126337346982506, 0.4860016278479723, 0.4209809800214995, 0.3328144022196865, 0.2277347754923566, 0.11216250735618231, 0.03331210472423667, 0.00485696762025187, 0.003235354506444321, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523]
Winter;-90;15;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004900702417918632, 0.02495886586733329, 0.0836499357277943, 0.15649124858611033, 0.20187599616698418, 0.22435745219996556, 0.2178987339988469, 0.18291276251026894, 0.12766818607830416, 0.06681769601792435, 0.016915195487548416, 0.0011619038662411825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;20;[0.0014596977847610934, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807, 0.008908486527737174, 0.03567670747089934, 0.08853160098453845, 0.18149467484921947, 0.30333149303445417, 0.4082944806915113, 0.4738871472952995, 0.5098450603152352, 0.5086554838633089, 0.4894261258408803, 0.43007908192631983, 0.34531730388953025, 0.24073807500794484, 0.12067535641466946, 0.03682489849757541, 0.005710119667989024, 0.004227074928094931, 0.0015669405827096017, 0.0014677181022597807, 0.0014677181022597807]
Winter;-90;20;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004832751550677967, 0.02378985913713544, 0.06870743012580448, 0.13767689388994583, 0.19063447893441113, 0.2183713200856662, 0.21699683198939104, 0.185877416204361, 0.13240934718451733, 0.07119028006282561, 0.018342814251571585, 0.001327782379487334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;25;[0.0014457816077244406, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375, 0.008772408575295921, 0.035290235779346577, 0.07645659402791712, 0.14629156392297885, 0.2614852221688075, 0.3737133776354234, 0.44928127809341356, 0.4946340051424531, 0.5021413820845956, 0.4903850283266753, 0.43694320838173345, 0.35594120992966405, 0.2523594084212064, 0.12847003481972527, 0.040106794733588635, 0.006528697452039991, 0.005182841558385703, 0.0023842538965716848, 0.0014537254627119375, 0.0014537254627119375]
Winter;-90;25;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004747361090184788, 0.023524752072331644, 0.05839210930692024, 0.12068861672986994, 0.1785104512486977, 0.21137558081016866, 0.21507528208191748, 0.18791749622107204, 0.1364493376450718, 0.07515458148028362, 0.01966166569300634, 0.0014839143117602706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;30;[0.0014289870557813707, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385, 0.008608202330969853, 0.034824581739448905, 0.0757107710333664, 0.1196946075503033, 0.2184226266345484, 0.33702125542051026, 0.4223360053527482, 0.4769542049476729, 0.49312434191212967, 0.48887577761480594, 0.44154019997046956, 0.3646286995238879, 0.262528448604038, 0.13549483746510763, 0.04312991537516372, 0.007304168409640606, 0.006096436430587248, 0.003183459976238791, 0.0014368386330109385, 0.0014368386330109385]
Winter;-90;30;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004645042347296156, 0.02320560703264774, 0.05504065258288888, 0.10629278026340533, 0.16558482454925896, 0.20341486558949667, 0.2121466352368958, 0.18902123788700945, 0.13976291593217582, 0.07868570216253397, 0.020863391139455678, 0.0016291436576231577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;35;[0.0014094401967601144, 0.0014171843736653898, 0.0014171843736653898, 0.0014171843736653898, 0.008418001216184558, 0.03428414609663364, 0.07484258954458839, 0.10937515505247485, 0.1812452924542238, 0.2984439352662629, 0.3932021349143102, 0.45689750071343765, 0.48165014808171774, 0.48490801591523525, 0.44384915912479256, 0.3713342173199465, 0.2711849290447079, 0.1417073428415462, 0.04587283171540203, 0.008030221172487554, 0.006962185866599118, 0.003958884826218659, 0.0014171843736653898, 0.0014171843736653898]
Winter;-90;35;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004527244194012025, 0.022835014771704618, 0.05424051627982715, 0.09515998111177447, 0.15194575894355075, 0.19454068280018136, 0.20822987153155806, 0.18918302108123508, 0.14232983592080325, 0.08175867936977492, 0.021936728691961026, 0.0017623990949138565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;40;[0.0013872878589635286, 0.0013949103197270646, 0.0013949103197270646, 0.0013949103197270646, 0.00820280676398516, 0.03367170277303374, 0.07385851272377782, 0.10822870866815454, 0.15374636546316614, 0.25823036273565414, 0.3620496572128097, 0.43457141727776033, 0.46777778468621944, 0.4785035669113757, 0.443861192844123, 0.37602380948557274, 0.2782785907822358, 0.14706562269536014, 0.04831623921885885, 0.008697539713993042, 0.007774964409460729, 0.004705204227773569, 0.0015362930627414167, 0.0013949103197270646]
Winter;-90;40;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004395134162109222, 0.0224160992642384, 0.05333367566355382, 0.08701149021588427, 0.13797059513435903, 0.18481129842290708, 0.20335035448730737, 0.188403969189481, 0.1441348522808254, 0.08435219993074775, 0.02287412378740561, 0.0018827011078600638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;45;[0.0013626965724534107, 0.0013701839162580996, 0.0013701839162580996, 0.0013701839162580996, 0.007963958449851581, 0.03299186632910718, 0.0727658762525895, 0.10695534069950433, 0.14059722247508977, 0.2172346132249046, 0.3290680144641348, 0.4100996890661629, 0.4515798256009969, 0.46969651751027613, 0.44157922433710783, 0.37867487566877545, 0.28376909894932645, 0.15153354224558238, 0.05044305700391205, 0.009300724327998678, 0.008530189347124847, 0.005417466280270956, 0.0021272106103261807, 0.0013701839162580996]
Winter;-90;45;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00424850318026488, 0.021952997094057538, 0.05232700307674641, 0.08388120832431437, 0.12518015549409278, 0.17429157152438485, 0.19753977083365382, 0.18668897770806878, 0.1451690712154396, 0.08644960817294813, 0.02366902634801278, 0.001989168391659137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;50;[0.0013358513642708653, 0.0013431912069316943, 0.0013431912069316943, 0.0013431912069316943, 0.007703265013645294, 0.03224985530982558, 0.0715728371673275, 0.10556442267451004, 0.13901852859126618, 0.18418388772517205, 0.2944661054903679, 0.3836226985058667, 0.4331428610522828, 0.4585333920211946, 0.43701788232747074, 0.3792759533513624, 0.2876259431530976, 0.15508305033409372, 0.05223851213718848, 0.009836528690057137, 0.009223807214999975, 0.006091106682916576, 0.002705884229599612, 0.0013431912069316943]
Winter;-90;50;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004088461766800338, 0.021448225748089005, 0.05122960107057624, 0.08219675435606126, 0.11491975319280107, 0.16305273774574264, 0.19083605227930456, 0.1840498283656268, 0.14542625181541935, 0.08803764017485788, 0.024315923051275126, 0.002081023521527126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;55;[0.00130695441486317, 0.001314135483076704, 0.001314135483076704, 0.001314135483076704, 0.007422701449083011, 0.03145412246412507, 0.07028831659147483, 0.10406622065484004, 0.1373171657616397, 0.1624615388764658, 0.25847198446757574, 0.35529778341667795, 0.4125679288488832, 0.4450734049815444, 0.4302034713598457, 0.3778265473840223, 0.2898283342784691, 0.15769217588139264, 0.053690209465061714, 0.010302165263651738, 0.009852273821494291, 0.0067219573377708935, 0.0032681373676800188, 0.001314135483076704]
Winter;-90;55;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003916222501122402, 0.02090504811221299, 0.050048164843242, 0.08038295865989531, 0.10602566773865647, 0.1511721341694485, 0.18328327510747403, 0.18050407673563115, 0.14490727060477485, 0.08910671902562298, 0.024810363163405628, 0.002157597874417429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;60;[0.0012762235839831701, 0.001283235801477583, 0.001283235801477583, 0.001283235801477583, 0.00712439424745121, 0.030611322312983115, 0.06892193665559204, 0.10247182680602425, 0.13550554318234911, 0.15936710424582165, 0.22133221633628733, 0.3252993704912216, 0.38997091543800794, 0.42938877326060393, 0.42117402094812095, 0.374337013390825, 0.2903652339263008, 0.15934504429520088, 0.05478818772196884, 0.010695288202608011, 0.010412529444583278, 0.007306249007349356, 0.003810005646390783, 0.001283235801477583]
Winter;-90;60;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037330909602726484, 0.02033098071293597, 0.04879156797091997, 0.0784533709272396, 0.09934986558279667, 0.13873285963208695, 0.17493153282522203, 0.17607499411099845, 0.1436170227998521, 0.08965205406936642, 0.025149394888544507, 0.002218335795956275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;65;[0.0012438908153192675, 0.0012507253802386041, 0.0012507253802386041, 0.0012507253802386041, 0.006812793266987273, 0.029726153114840188, 0.06748527481569315, 0.10079308439283723, 0.13359694222655918, 0.1573925634071763, 0.1874878455223288, 0.2938188942624802, 0.3654828897151968, 0.4115650631044397, 0.40997940599853344, 0.3688284993648058, 0.2892363267442839, 0.16003187929810403, 0.05552632928400288, 0.011013975727579573, 0.0109019708969371, 0.007840608882684256, 0.004327757309519317, 0.0012507253802386041]
Winter;-90;65;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035404559427252074, 0.019727718881782475, 0.04747003107856321, 0.07642243770376687, 0.09619751125904179, 0.12582336552783083, 0.16583677670207683, 0.1707915012338874, 0.1415686864117103, 0.08967108368403298, 0.025330655537383288, 0.002263516810162463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;70;[0.0012102004300950184, 0.0012168498830076285, 0.0012168498830076285, 0.0012168498830076285, 0.006494281624660034, 0.028811501281761045, 0.06598893784920082, 0.09904250648520523, 0.13160543073908704, 0.1553310180430764, 0.17060450775095592, 0.2610644646839973, 0.3392503315066748, 0.39170154360155035, 0.3966815257843539, 0.36133480982544297, 0.2864482510098427, 0.15974899364520478, 0.05590062996833211, 0.011256955054399023, 0.011318422152416902, 0.008322054007948344, 0.0048179096053606405, 0.0012168498830076285]
Winter;-90;70;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003345766615175413, 0.019099149897975152, 0.04609453717527902, 0.07430539969558779, 0.09343158280317929, 0.112623096510957, 0.15606061885221084, 0.16468809114665928, 0.1387735670928209, 0.08916508948826476, 0.025352302718069594, 0.0022930592662212985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;75;[0.0011754073208380866, 0.0011818656028207135, 0.0011818656028207135, 0.0011818656028207135, 0.006167009990644075, 0.02786882821126772, 0.06444318230122165, 0.0972331887249142, 0.12954576988527497, 0.1531976127061065, 0.1681618490136462, 0.2272602515532475, 0.3114352169082257, 0.3699115147881302, 0.3813545240129276, 0.3518975015697266, 0.2820183014461472, 0.158498925173701, 0.05590801677171631, 0.01142305119749999, 0.011660105169162362, 0.00874798156401909, 0.005277241351178189, 0.0014397568111836727]
Winter;-90;75;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031460769803032373, 0.018450966743386636, 0.04467438914230854, 0.07211818234086842, 0.09057354729827229, 0.10217050530335765, 0.14567009256169866, 0.15780657487510746, 0.13524795244938922, 0.08814256660696007, 0.025214321468557777, 0.0023059712386783284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;80;[0.0011397750574480567, 0.0011460375577637054, 0.0011460375577637054, 0.0011460375577637054, 0.005835574436835008, 0.026906913323216434, 0.06285968079798952, 0.09537871657383003, 0.12743331383998427, 0.15100814128767728, 0.16565489915816053, 0.19264556038818464, 0.2822149242323035, 0.34632257639032543, 0.364085028362064, 0.34056977512120995, 0.2759732015931167, 0.1562934899764784, 0.05554758966751754, 0.011510944682131895, 0.011925612436724402, 0.009116157035053347, 0.005702802009228346, 0.0018661334196504132]
Winter;-90;80;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029419310672137793, 0.01778833586081853, 0.043225271603212996, 0.0698772802801686, 0.0876449232903755, 0.09422586836502865, 0.13473736484587776, 0.15019144736747597, 0.13101783294032546, 0.08660585231756589, 0.024919711868760967, 0.0023021614542597197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;85;[0.001103573918579212, 0.0011096375115384387, 0.0011096375115384387, 0.0011096375115384387, 0.005505781054951521, 0.02593585088804549, 0.061251596972658584, 0.0934930675389723, 0.12528390271359696, 0.14877894030218308, 0.16310235782884389, 0.1690314428587492, 0.2517819271741217, 0.32107680210659567, 0.34497238440876604, 0.3274164093529762, 0.26834923685227596, 0.15314474527429253, 0.05482262525484347, 0.011520260525068023, 0.01211388262066297, 0.009424701269537039, 0.0060919176715591135, 0.0022842879908235242]
Winter;-90;85;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002739032616454502, 0.017115152088194217, 0.041758862507981935, 0.0675996364320028, 0.0846678275717382, 0.08832518015733073, 0.12333939674249482, 0.1418923619975245, 0.12611323818101416, 0.08456621504246031, 0.02447013967226544, 0.00228165991501789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-90;90;[0.0010670788621845275, 0.001072941932855871, 0.001072941932855871, 0.001072941932855871, 0.00517383272736327, 0.024960723929869415, 0.05963181871190224, 0.09159050894707188, 0.12311374923110867, 0.14652677453069504, 0.1605234180178533, 0.16619371655255094, 0.22034324591215262, 0.29433240260230453, 0.32412885624738336, 0.31251339764105196, 0.2591947037648874, 0.14907220049837683, 0.05373849061153838, 0.011451332656832179, 0.012224180482793376, 0.009672077401569704, 0.006442194401438102, 0.002691158991707341]
Winter;-90;90;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002539588530084268, 0.01643859066944309, 0.04028570575518539, 0.06530251645323387, 0.0816648121006424, 0.0849989856143178, 0.11155754759786851, 0.132967409352825, 0.12056641790341956, 0.08203972046286678, 0.023870957322539813, 0.0022467238777768767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;0;[0.0014848303137210295, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.01692378917854296, 0.10678669266047341, 0.23993727238469653, 0.35079946154549485, 0.4492065053308653, 0.5217960438267054, 0.546540881696279, 0.5446822341372546, 0.509212973263313, 0.46114632391924415, 0.3808051348085518, 0.28478917153171357, 0.18128702334083682, 0.08293824795911268, 0.021684271495763678, 0.0022057133530984274, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782]
Winter;-45;0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008443614010334298, 0.06633960914801205, 0.14631733988627396, 0.20750167901539215, 0.22961024122382903, 0.23591655791295274, 0.21445811363371162, 0.16867856818411858, 0.10956426384837953, 0.051585659633706746, 0.012082585973345703, 0.0006279227246654499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;5;[0.0014832447214188774, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.014515349835300189, 0.09275460308467842, 0.21045559160039454, 0.3184928072096463, 0.41691638093721883, 0.4919807948553935, 0.5226285844005722, 0.5274075166517466, 0.49890011557961905, 0.4579771390735464, 0.3840725603215416, 0.2930394810835834, 0.1920110683964002, 0.09128054217381998, 0.025617840561702323, 0.003254601190446559, 0.0015849091062222142, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097]
Winter;-45;5;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005778205497322328, 0.048892783626866124, 0.11938586499097326, 0.18203761857914436, 0.2109205724760536, 0.22114190357512184, 0.20477927445109384, 0.16385871795873752, 0.108573940531185, 0.0526765299033089, 0.012834341799893933, 0.0007486068105524724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;10;[0.0014784998257940988, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055, 0.012143922687084127, 0.07876427858533482, 0.18011303159203979, 0.28407593919617474, 0.3820481554135444, 0.45928416063976135, 0.49585005879765065, 0.507393165952993, 0.48606863566900294, 0.4525509603391357, 0.3854515117400243, 0.2998147276861814, 0.20172521841869237, 0.09912254281945643, 0.0294096824463954, 0.004282756940916486, 0.0030253561953169847, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055]
Winter;-45;10;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004950817519379249, 0.03465590837827345, 0.0942533627482983, 0.15532826933020508, 0.1910581041920151, 0.20522054763610434, 0.19410956253115844, 0.15826208202962824, 0.1070709827211931, 0.05351017230897044, 0.01351960631331696, 0.0008642555886421604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;15;[0.0014706311859125647, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523, 0.010022183105718913, 0.06553167812345559, 0.15161027984354425, 0.24775685509980777, 0.34479514109889636, 0.4238732816215149, 0.46633672927997183, 0.48473611904591196, 0.4707825305791398, 0.44489686586499266, 0.38493522729268415, 0.30507469047363905, 0.21036620186592006, 0.10641614683542222, 0.03302770570037027, 0.005302797410877143, 0.004425412929374312, 0.002561035107415342, 0.0014787115770439523, 0.0014787115770439523]
Winter;-45;15;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004900702417918632, 0.02544032778644308, 0.07459842392064688, 0.1308823159179784, 0.17015107646666686, 0.18825363371380907, 0.1825175899286404, 0.15192544983427303, 0.10506582949847924, 0.05408013872620782, 0.014133354807448885, 0.0009740010826039643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;20;[0.0014596977847610934, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807, 0.008908486527737174, 0.053261254758816066, 0.12800141029948864, 0.21123958690115163, 0.30537611594985387, 0.38594062879177443, 0.4342417476195626, 0.45955118077963136, 0.4531202852889362, 0.43505614884433935, 0.3825277536963446, 0.30878876929391214, 0.21787864744397362, 0.11310769652259405, 0.03644580331592552, 0.006306380702877424, 0.00577559965337854, 0.003943426182679856, 0.0022858436970636217, 0.0014677181022597807]
Winter;-45;20;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004832751550677967, 0.02379010084296575, 0.06199646418415488, 0.11084761762308945, 0.15043700662533777, 0.1703526897517801, 0.170079628817676, 0.14489101667355528, 0.10257243478855342, 0.054382480700632355, 0.01467110718375718, 0.0010770218494553516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
