Season;Azimuth;Angle;PctOnModule
Summer;-45;25;[0.0014457816077244406, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375, 0.008772408575295921, 0.04188647395843382, 0.107610992721853, 0.17860318604798797, 0.2641144360194433, 0.3457048666943456, 0.3997409684457547, 0.4319718664632071, 0.4331753993913439, 0.42308250660953245, 0.37824391223401516, 0.3109359363479421, 0.22421513543267454, 0.11914857070711388, 0.03963896393143817, 0.007265173595661854, 0.007067346960731467, 0.00528029947874109, 0.0035771242184477483, 0.0020858150998099233]
Winter;-45;25;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004747361090184788, 0.023524752072331644, 0.05614894971509379, 0.09765275300528661, 0.13373864795252186, 0.153097023455635, 0.15687939292358022, 0.13720624408249077, 0.099608200494847, 0.0544151599784224, 0.015128956269815242, 0.0011732317167947846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;30;[0.0018349492057412394, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385, 0.008608202330969853, 0.034824852013611206, 0.09013672316462892, 0.151787815014156, 0.22514463949956703, 0.3034113234596236, 0.36303367249589347, 0.40215112462882385, 0.4110568934873753, 0.40904226168171604, 0.37210929039823704, 0.3115046806222055, 0.2293362661470926, 0.12449830407749948, 0.04257719321437778, 0.008175501260630377, 0.008293006647078952, 0.006562961435067478, 0.004828776634804955, 0.0032151198751540554]
Winter;-45;30;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004645042347296156, 0.02320560703264774, 0.055040616006723976, 0.08936718901708185, 0.12177505543879519, 0.13829883582053076, 0.1435746846080475, 0.12892368183042982, 0.09619389147406143, 0.054178056111948744, 0.015503591948031227, 0.0012618914309117863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;35;[0.0027344381593856692, 0.001464473448387072, 0.0014171843736653898, 0.0014171843736653898, 0.008418001216184558, 0.03428414609663364, 0.07634668980619828, 0.12945108589535737, 0.19283503415165615, 0.26128081143162485, 0.32434297091553355, 0.3702618835663355, 0.3868897560792792, 0.3930145948647684, 0.3641602561133311, 0.3104929518112855, 0.23321069561720137, 0.1291214928181913, 0.04523958160508992, 0.009022280797461745, 0.009445842038036252, 0.007783603874807522, 0.006032491969613299, 0.0043124708180863475]
Winter;-45;35;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004527244194012025, 0.022835014771704618, 0.05424051627982715, 0.08681306489019316, 0.11301312392488924, 0.12627308980967966, 0.13196293477457463, 0.12010136692603719, 0.09235353158880244, 0.05367324746509472, 0.015792321079507517, 0.001341438401712394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;40;[0.0036113211642442387, 0.002093002619381141, 0.0013949103197270646, 0.0013949103197270646, 0.00820280676398516, 0.03367170277303374, 0.07385851272377782, 0.11127331048243624, 0.16635535373575983, 0.22450634329956026, 0.2842266785088661, 0.33649736695691396, 0.3608152903011032, 0.37509176719867243, 0.35444398834523094, 0.3079081083271355, 0.23581514598198255, 0.13298790431832683, 0.04760739027537115, 0.009799534941308231, 0.010519999904996824, 0.008935302350423346, 0.007180741223151495, 0.0053704210211681465]
Winter;-45;40;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004395134162109222, 0.0224160992642384, 0.05333367566355382, 0.08542376312539059, 0.10815581643893177, 0.1172825674045896, 0.1209836238716151, 0.11160774591605807, 0.08811428001503746, 0.05290477759522879, 0.015993083229405732, 0.0014112829901774492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;45;[0.004459482609910443, 0.0027089836612116448, 0.0013701839162580996, 0.0013701839162580996, 0.007963958449851581, 0.03299186632910718, 0.0727658762525895, 0.10695534069950433, 0.14519517783953, 0.1945195519454022, 0.2467720811097502, 0.3010711274746061, 0.3329913197172936, 0.35537930507968335, 0.3430185149188606, 0.30376687174170286, 0.23713518067169498, 0.13607255850701577, 0.049664065932222785, 0.01050317634541731, 0.011510466607446646, 0.01001199611479326, 0.008266781595780976, 0.0063821412354699]
Winter;-45;45;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00424850318026488, 0.021952997094057538, 0.05232700307674641, 0.08388120832431437, 0.10593928281946938, 0.11061502803277073, 0.11218406072842299, 0.10318226826011363, 0.0835076498181198, 0.05187781654162284, 0.016104462216980843, 0.0014709086857938687, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;50;[0.005273228303453526, 0.003307968923129476, 0.0015073133726852964, 0.0013431912069316943, 0.007703265013645294, 0.03224985530982558, 0.0715728371673275, 0.10556442267451004, 0.13901852859126618, 0.17103967505674772, 0.21581924640323835, 0.2654208341656293, 0.3035922136914301, 0.3339961212073812, 0.32995274569268673, 0.29809528768848603, 0.23716325475174357, 0.1383557846011567, 0.05139532253860744, 0.011130671494412494, 0.012413011433213677, 0.011008452112168445, 0.009284646346998045, 0.007341433673025437]
Winter;-45;50;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004088461766800338, 0.021448225748089005, 0.05122960107057624, 0.08219675435606126, 0.10373968028888654, 0.10707086720645274, 0.1047997084692252, 0.09483415394250173, 0.07857773237580944, 0.050599773422687844, 0.016125693525860234, 0.0015204339683026458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;55;[0.006047305140911068, 0.003885739737049868, 0.0018167750126935815, 0.001314135483076704, 0.007422701449083011, 0.03145412246412507, 0.07028831659147483, 0.10406622065484004, 0.1373171657616397, 0.1612402440206507, 0.19131861967672556, 0.2333809044011772, 0.2728086954777383, 0.3110745433024293, 0.3153264869815254, 0.29092869093720714, 0.23589997202921395, 0.13982325677331953, 0.05278920885410068, 0.011681147890012159, 0.013224120344728068, 0.011920215731668597, 0.01022912027031127, 0.008242732953658596]
Winter;-45;55;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003916222501122402, 0.02090504811221299, 0.050048164843242, 0.08038295865989531, 0.10137089676105462, 0.10470044904946367, 0.09908460712501362, 0.08769326541675469, 0.07356904403569292, 0.049080130574464746, 0.016058512522601424, 0.0015597533313649384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;60;[0.00677691220010296, 0.0044383279914688625, 0.0021194391869399478, 0.001283235801477583, 0.00712439424745121, 0.030611322312983115, 0.06892193665559204, 0.10247182680602425, 0.13550554318234911, 0.15936710424582165, 0.1752253955319156, 0.20679457071439286, 0.24160217354277652, 0.2867602227989508, 0.29923042135393746, 0.28231204787611763, 0.23335411315947843, 0.14046685444455964, 0.05383632913964905, 0.012149563757409219, 0.013940923476687125, 0.012743551323218518, 0.011095703083206962, 0.009081095621964847]
Winter;-45;60;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037330909602726484, 0.02033098071293597, 0.04879156797091997, 0.0784533709272396, 0.09885056904409503, 0.10218110175630016, 0.0957555886480048, 0.081254468589738, 0.06841347613479838, 0.04733268894594275, 0.01590311044018832, 0.0015879433600259022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;65;[0.007457704065699962, 0.004962033161288239, 0.0024130797810028317, 0.0012507253802386041, 0.006812793266987273, 0.029726153114840188, 0.06748527481569315, 0.10079308439283723, 0.13359694222655918, 0.1573925634071763, 0.17296479979532028, 0.1859110009319026, 0.21307849403878598, 0.26121189697048336, 0.2817660357279654, 0.27230077426695554, 0.22954238454854495, 0.14028275461145828, 0.05453120065937786, 0.012532837693391828, 0.014561119767645521, 0.013475375638388116, 0.011880563272065032, 0.009852179916418895]
Winter;-45;65;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035404559427252074, 0.019727718881782475, 0.04747003107856321, 0.07642243770376687, 0.09619751125904179, 0.09952895206148361, 0.0932129222146707, 0.07571744377808312, 0.06308688727497948, 0.04537031077882854, 0.015659516475174676, 0.0016047975918743293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;70;[0.008085787371899047, 0.005453435072132212, 0.002695562160472024, 0.0012168498830076285, 0.006494281624660034, 0.028811501281761045, 0.06598893784920082, 0.09904250648520523, 0.13160543073908704, 0.1553310180430764, 0.17060450775095592, 0.17728550770370516, 0.1891148556469747, 0.23460098018950554, 0.26304548010131706, 0.26095595343740696, 0.22448937098627175, 0.13927307466010144, 0.054869801891506184, 0.012828602310003401, 0.01508290204620044, 0.014113187424999216, 0.012580485090193841, 0.010552217668804997]
Winter;-45;70;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003345766615175413, 0.019099149897975152, 0.04609453717527902, 0.07430539969558779, 0.09343158280317929, 0.09676383529916724, 0.09057478721915775, 0.07128928600828305, 0.057907322432138884, 0.043210465323237475, 0.015329537896509664, 0.001611209548065029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;75;[0.008657711684688952, 0.005909402772619227, 0.002964856354378703, 0.0011818656028207135, 0.006167009990644075, 0.02786882821126772, 0.06444318230122165, 0.0972331887249142, 0.12954576988527497, 0.1531976127061065, 0.1681618490136462, 0.17459817695957006, 0.1699392972864273, 0.2075268815443783, 0.24319133931499085, 0.24834959285946961, 0.21822748075840198, 0.13744655363693145, 0.05484877259622066, 0.013035196583399923, 0.015504885734914356, 0.014654996375141676, 0.013192811481406259, 0.011177980345076536]
Winter;-45;75;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031460769803032373, 0.018450966743386636, 0.04467438914230854, 0.07211818234086842, 0.09057354729827229, 0.09390649409815273, 0.08784880740646465, 0.06850665463370775, 0.05330229831486252, 0.040869842112846624, 0.014915607998785763, 0.0016070647020165712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;80;[0.009170455941896433, 0.00632709996572603, 0.0032190488515454327, 0.0011460375577637054, 0.005835574436835008, 0.026906913323216434, 0.06285968079798952, 0.09537871657383003, 0.12743331383998427, 0.15100814128767728, 0.16565489915816053, 0.17183996705148705, 0.16198842671534047, 0.1828771210133095, 0.22233630098005555, 0.23456265223026165, 0.2107984227444492, 0.1348134608041455, 0.05446824899512587, 0.013151792988542379, 0.015826044087315187, 0.015099254503965947, 0.013715385691889128, 0.01172674130660442]
Winter;-45;80;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029419310672137793, 0.01778833586081853, 0.043225271603212996, 0.0698772802801686, 0.0876449232903755, 0.09097842969212266, 0.08505550762539335, 0.0662982545605421, 0.0490041647775744, 0.0383639758190953, 0.014420769939405817, 0.0015916173387698846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;85;[0.009621411723479021, 0.006703987509147835, 0.0034563530317018114, 0.0011096375115384387, 0.005505781054951521, 0.02593585088804549, 0.061251596972658584, 0.0934930675389723, 0.12528390271359696, 0.14877894030218308, 0.16310235782884389, 0.1690314428587492, 0.15938371336786206, 0.16218812550534237, 0.20062270409405167, 0.2196848769891952, 0.20224985586143632, 0.13139233127672312, 0.05373135552727797, 0.013177952091352321, 0.016045652542727773, 0.015444792825893068, 0.014146494241520511, 0.012196236373416674]
Winter;-45;85;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002739032616454502, 0.017115152088194217, 0.041758862507981935, 0.0675996364320028, 0.0846678275717382, 0.08800174573957381, 0.0822159831317747, 0.06405624122481099, 0.04514459350778033, 0.03571221289760286, 0.013851463483099043, 0.001566114656218399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;-45;90;[0.010008364636487202, 0.007037823533298605, 0.003675118277479638, 0.001072941932855871, 0.00517383272736327, 0.024960723929869415, 0.05963181871190224, 0.09159050894707188, 0.12311374923110867, 0.14652677453069504, 0.1605234180178533, 0.16619371655255094, 0.15675246330727036, 0.14734236243627588, 0.17820195491510066, 0.20381457191024602, 0.19263589448005328, 0.1272044567507974, 0.052644314014475724, 0.013113612781203564, 0.01616324437985413, 0.01569076590233346, 0.014484813756103249, 0.012584624709868706]
Winter;-45;90;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002539588530084268, 0.01643859066944309, 0.04028570575518539, 0.06530251645323387, 0.0816648121006424, 0.0849989856143178, 0.07935174402722676, 0.061795134218466115, 0.041649369932277636, 0.03293822604241773, 0.013209389290726329, 0.0015309382002392914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;0;[0.0014848303137210295, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.01692378917854296, 0.10678669266047341, 0.23993727238469653, 0.35079946154549485, 0.4492065053308653, 0.5217960438267054, 0.546540881696279, 0.5446822341372546, 0.509212973263313, 0.46114632391924415, 0.3808051348085518, 0.28478917153171357, 0.18128702334083682, 0.08293824795911268, 0.021684271495763678, 0.0022057133530984274, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782]
Winter;0;0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008443614010334298, 0.06633960914801205, 0.14631733988627396, 0.20750167901539215, 0.22961024122382903, 0.23591655791295274, 0.21445811363371162, 0.16867856818411858, 0.10956426384837953, 0.051585659633706746, 0.012082585973345703, 0.0006279227246654499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;5;[0.0014832447214188774, 0.0014913944176904097, 0.0014913944176904097, 0.0015067074485690705, 0.021579178977585003, 0.11582956259122952, 0.2419462527246428, 0.34421657366341685, 0.43569505063022035, 0.5032442137233089, 0.5260580735337964, 0.5241650208349594, 0.49013630377167405, 0.4452436401468821, 0.36933446622745403, 0.27832548774777477, 0.17954468215042219, 0.08432833617051248, 0.02318708422811884, 0.002786827351760983, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097]
Winter;0;5;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007849994194716051, 0.0585593414032771, 0.12963028618313546, 0.18720206058313624, 0.21106814855387093, 0.21744378744151313, 0.1982705580084815, 0.15597151204295492, 0.10133057681262311, 0.047666616006315846, 0.011439019271645017, 0.000613916187659822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;10;[0.0014784998257940988, 0.00148662345121055, 0.00148662345121055, 0.002475285662022492, 0.026122286809522593, 0.1241545692399852, 0.2426029909278172, 0.3357570984131481, 0.4198269826838516, 0.48195988586615257, 0.5027476702678007, 0.5008704204353306, 0.46847997002145764, 0.42705933782239486, 0.356020211965129, 0.2704962049882345, 0.1769239645454043, 0.08530047904954643, 0.024565833181275504, 0.0033521260398050555, 0.0021611095616748694, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055]
Winter;0;10;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007257344802093713, 0.05085135334667876, 0.11275878143861795, 0.16575609055600796, 0.19135728100636207, 0.19777798444656106, 0.1810390141423622, 0.14245691194568602, 0.0925913167878967, 0.043565612212261864, 0.010762887756451676, 0.0005959993222177946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;15;[0.0014706311859125647, 0.0014787115770439523, 0.0021573660808326574, 0.0034217407044360975, 0.03050711904417498, 0.13171390579666858, 0.24190519647367556, 0.3254708513633535, 0.4016877874395801, 0.45804970275613466, 0.4767235802591779, 0.4749125519000756, 0.4443542489240316, 0.40669169326507487, 0.3409406257902288, 0.26135114908295926, 0.17344299304350527, 0.08584792933824716, 0.025811901307984147, 0.0038982303995508515, 0.003156891971456847, 0.00195100299692957, 0.0014787115770439523, 0.0014787115770439523]
Winter;0;15;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006683258643753345, 0.043878840976853066, 0.09711354764575815, 0.1442550904579827, 0.17060515560210626, 0.17704550862640026, 0.16287621854454767, 0.1282253177912619, 0.08375584304756362, 0.03940978120439345, 0.010090247334214144, 0.0005743072971428959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;20;[0.0021545563617891826, 0.0025731058180032108, 0.0033172461260172178, 0.004339407675086668, 0.03468891772618868, 0.13845507390112313, 0.239859045724471, 0.31341916774092843, 0.3813781024877902, 0.4316388116631877, 0.4481195259084124, 0.4464252242824583, 0.417887615640939, 0.38425459315183746, 0.3241862872050053, 0.2509491031463698, 0.16912576679686736, 0.08596697268658504, 0.026913665641965127, 0.004426306734975701, 0.004124696162471849, 0.003150417601175998, 0.0024673048751958165, 0.002130143383841151]
Winter;0;20;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006148560428268824, 0.03765630156300931, 0.0829191516232709, 0.1261940115905616, 0.15182070208127033, 0.15708584514573345, 0.14542524631536397, 0.1151604776328502, 0.07557090304177103, 0.035350806167633836, 0.009457655272033813, 0.0005490038393766563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;25;[0.0035500438776960666, 0.003878112791791437, 0.004443518254065377, 0.005222079808503544, 0.0386322341847859, 0.14433205758735468, 0.23647910961346263, 0.2996749423446454, 0.35901406858073937, 0.4028716093063813, 0.4170899482613819, 0.4155628236983735, 0.38922741528380783, 0.35987789843948353, 0.30586013694394903, 0.23935768483284647, 0.16400205397533216, 0.0856569422933979, 0.027863066451384602, 0.00493266443638421, 0.005057908950065137, 0.004316345893607094, 0.0037976304296733657, 0.0035420030030725576]
Winter;0;25;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005699864074575399, 0.0323857315520539, 0.07220393452717337, 0.11052532372163217, 0.13544955732013228, 0.1406559842789966, 0.1309364231764017, 0.1031106665142723, 0.06777329236265646, 0.032089458300228586, 0.00886058102311881, 0.0005210052650749038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;30;[0.004902432611389934, 0.005140722766596033, 0.005528581953551233, 0.0060640313436267634, 0.04230880964048662, 0.14930860755275996, 0.23178827316020048, 0.284322638308592, 0.33472759687278836, 0.3719123405957373, 0.3838107306392172, 0.3825010131747425, 0.35854036673275475, 0.3337076844320809, 0.28607743180493345, 0.22665317877797977, 0.15810725817950314, 0.08492021677973358, 0.028653325886703624, 0.005410590021768297, 0.005950424386071278, 0.005440871262857198, 0.005085341800039813, 0.004910436136258937]
Winter;0;30;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0054061871431893725, 0.02798731765709746, 0.06388101931544149, 0.09922534668444344, 0.12331813734198552, 0.12723834717848667, 0.11882162324181475, 0.0933854574315714, 0.06214043707599191, 0.029599907873849994, 0.008327940701643357, 0.0004902464457952643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;35;[0.006202778197967518, 0.006352675654886328, 0.006565484967061588, 0.006860030464929805, 0.04569328168352939, 0.15335573205162634, 0.22586638944387263, 0.2674582480816477, 0.3086665159884666, 0.33894549688403997, 0.3484796797844659, 0.3474371847164109, 0.3260128466902133, 0.305906318853417, 0.2649655972889573, 0.21292031521035934, 0.15148421194321846, 0.08376220152519137, 0.029279145120265585, 0.005858567445463069, 0.006796659283275691, 0.00651675394484903, 0.006321990367091318, 0.006226383609747473]
Winter;0;35;[0.0, 0.0, 0.0, 0.0, 0.0, 3.1342272754607236e-06, 0.005139724912585813, 0.024928115268819346, 0.057828183443556995, 0.091280084508999, 0.114642211890996, 0.118191336786877, 0.11035124131652373, 0.08666363500456503, 0.05823836848424222, 0.027816015098932303, 0.007847987085013724, 0.00045782714594522287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;40;[0.007443024168813617, 0.007506516169829005, 0.007547935429489716, 0.007605343176016023, 0.04876256735808351, 0.1564492481313163, 0.21890498813869527, 0.2495218787774738, 0.2812956676945227, 0.30442195857589605, 0.3114787691383005, 0.3107633675981742, 0.292026287119394, 0.2767844200007232, 0.24277319814962245, 0.1983965474911937, 0.1442564358680152, 0.08219289434235086, 0.029735623472339434, 0.006269044994340805, 0.007591558601213875, 0.007537444768326893, 0.0074999543985480276, 0.007481687107746774]
Winter;0;40;[0.0, 0.0, 0.0, 0.0, 0.0, 7.585452318474986e-06, 0.004863583757140409, 0.023322518361421345, 0.054348666553423214, 0.08639077199967336, 0.10895740513023927, 0.11251167219981022, 0.10535929026958589, 0.08261705815374734, 0.05575957501733273, 0.02655675380827224, 0.007406276864356363, 0.00042335544235292625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;45;[0.008616005383215561, 0.008595595411567158, 0.008470300539537469, 0.008295729177131585, 0.051495958225105005, 0.15856943514176075, 0.21092600259013436, 0.2314203366519159, 0.25452208971380264, 0.2711195321777591, 0.27592706821197716, 0.2756029091481501, 0.25948742919270856, 0.24842174782450932, 0.2209131848163902, 0.18370584755130664, 0.13652133883950193, 0.08022491464158896, 0.030019633531226372, 0.006636820317921356, 0.008330591797336591, 0.00849708443227447, 0.008612441110691439, 0.008669092800094052]
Winter;0;45;[0.0, 0.0, 0.0, 0.0, 0.0, 1.177773161684988e-05, 0.004571627100669626, 0.022207162132812017, 0.0524165680477386, 0.08388394597871793, 0.10593990740835177, 0.10926692800544928, 0.10250586168592433, 0.08012680555416124, 0.05400660987876432, 0.02550210691436322, 0.00696703560210042, 0.0003867665417082772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;50;[0.009715432345765024, 0.009614055981060311, 0.009327593298864512, 0.008927430987459073, 0.053875198240759585, 0.1597040165454048, 0.20184210447695472, 0.21267181122340673, 0.22797197737972077, 0.2396558585207411, 0.2434590071359799, 0.24410033521773236, 0.23037773000288284, 0.22229745173149268, 0.1998380509672269, 0.1688456166940699, 0.12829360218626257, 0.0778708281999959, 0.030129962987392317, 0.006960278189256717, 0.009009741446676196, 0.009390489895310387, 0.009653471565263694, 0.009782235498546267]
Winter;0;50;[0.0, 0.0, 0.0, 0.0, 0.0, 1.5679272408338474e-05, 0.004302405353269939, 0.02144843858587388, 0.05122960107057624, 0.08219675435606126, 0.10373968028888654, 0.1070682062487938, 0.10040665453619618, 0.0784504990740613, 0.0527526658451888, 0.02480127607283065, 0.006591884730114103, 0.00034849641774643944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;55;[0.010735858712054243, 0.010556802750913672, 0.0101154491196903, 0.009497157677611305, 0.05588454622545679, 0.15984667463511526, 0.19172335725386483, 0.19357549246163638, 0.20394006811380877, 0.21226508494135599, 0.21538733846107136, 0.216815606553582, 0.2048894674342241, 0.1990090694331815, 0.18072853144466458, 0.15468294789636838, 0.11964864184563345, 0.0751471213134446, 0.030065077758252876, 0.007238106013149982, 0.009625485584662504, 0.01021312974946175, 0.010617850578278437, 0.010815605673344835]
Winter;0;55;[0.0, 0.0, 0.0, 0.0, 0.0, 1.926049860781676e-05, 0.004032771599403215, 0.02090504811221299, 0.050048164843242, 0.08038295865989531, 0.10137089676105462, 0.10470044904946367, 0.0981473001265877, 0.07666004825280787, 0.051422290768812946, 0.024144619808291416, 0.0063361228796133704, 0.0003118117893666137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;60;[0.01167263466070196, 0.011419461734702216, 0.010830094304491092, 0.010002064655334568, 0.057510824711273965, 0.15899702973820629, 0.18073748397575842, 0.17555376246185903, 0.18149330300883038, 0.18793179121206263, 0.19247027470263023, 0.1947313539738197, 0.18391150554784938, 0.17887690302997244, 0.16296590393014282, 0.1409499985791356, 0.11092901898865667, 0.0720783981407863, 0.02982718599550426, 0.007467466229044403, 0.01017477532896537, 0.010961090676661109, 0.01150112414605102, 0.011764502045392653]
Winter;0;60;[0.0, 0.0, 0.0, 0.0, 0.0, 2.249427234511194e-05, 0.003764879982274939, 0.02033098071293597, 0.04879156797091997, 0.0784533709272396, 0.09885056904409503, 0.10218110175630016, 0.09574340741197555, 0.07475535312364023, 0.05001029480576266, 0.0234511265495137, 0.006086927913151717, 0.00028131966864288204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;65;[0.012521849094911006, 0.012198329726303993, 0.011468308537360203, 0.010439730977204005, 0.05874345688981494, 0.1571606221578278, 0.16890598507065704, 0.15832167496903152, 0.1614192613146342, 0.16779820402441115, 0.17431989842223422, 0.17988208517100168, 0.1694499508888223, 0.16232058751550224, 0.14804218335804395, 0.12776434383105703, 0.1022766176118222, 0.06868483462041537, 0.029418821079344366, 0.007646318315345842, 0.010655009385833736, 0.01163103724208149, 0.012299527138116093, 0.012624972761319046]
Winter;0;65;[0.0, 0.0, 0.0, 0.0, 0.0, 2.5356096933822987e-05, 0.003540606560590119, 0.019727718881782475, 0.04747003107856321, 0.07642243770376687, 0.09619751125904179, 0.09952895206148361, 0.0932129222146707, 0.07275068369564536, 0.048528603521037945, 0.022726871888678963, 0.005825722743260645, 0.00025405874826230453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;70;[0.01328026382739332, 0.01289031752536982, 0.012027383593909093, 0.010808135641431939, 0.05957449324403032, 0.15434889759367545, 0.15634425147051376, 0.1411402298639667, 0.14396647673691854, 0.1553310180430764, 0.17060450775095592, 0.17728550770370516, 0.16704033946961572, 0.15794422329936625, 0.1366936611392028, 0.11587309076324542, 0.0935322759533641, 0.06498810154360393, 0.02884077743883472, 0.007773638322177454, 0.011064007044328555, 0.012220167361950309, 0.013009924163207344, 0.013393748354722543]
Winter;0;70;[0.0, 0.0, 0.0, 0.0, 0.0, 2.782429983471812e-05, 0.003345766615175413, 0.019099149897975152, 0.04609453717527902, 0.07430539969558779, 0.09343158280317929, 0.09676383529916724, 0.09057478721915775, 0.07066275714229357, 0.04698615470860093, 0.0219775621475361, 0.005553914452271903, 0.00023088364421184772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;75;[0.013945242996519476, 0.0134928896228991, 0.012505080475223123, 0.01110563425339166, 0.059998629244041236, 0.1505798530593517, 0.14329476026306537, 0.12515328991901273, 0.13017049763660812, 0.1531976127061065, 0.1681618490136462, 0.17459817695957006, 0.16454700443425296, 0.15532916871294106, 0.13402084086999733, 0.1053605791308463, 0.08489749097088589, 0.06101506091522121, 0.0280986846894731, 0.007848708639872923, 0.011399981209373767, 0.012726165794418997, 0.013629746581566057, 0.01406816979482004]
Winter;0;75;[0.0, 0.0, 0.0, 0.0, 0.0, 2.9880194326630032e-05, 0.0031460769803032373, 0.018450966743386636, 0.04467438914230854, 0.07211818234086842, 0.09057354729827229, 0.09390649409815273, 0.08784880740646465, 0.06850665463370775, 0.04539291861211796, 0.021211832069780917, 0.005273250367029338, 0.00021376410076125329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;80;[0.014514680958926534, 0.014004003192508536, 0.01289958710291067, 0.011330937348810436, 0.060013215228261745, 0.14588182175202927, 0.13013301675431863, 0.11066930094886034, 0.12743331383998427, 0.15100814128767728, 0.16565489915816053, 0.17183996705148705, 0.16198842671534047, 0.15264653806303458, 0.13139157799572784, 0.10090030509299937, 0.07674107558546471, 0.056797824414818114, 0.027197943362650367, 0.007871745705442983, 0.011661512924188863, 0.013147157941752566, 0.014156928614916311, 0.014646114923509425]
Winter;0;80;[0.0, 0.0, 0.0, 0.0, 0.0, 3.1508218753700345e-05, 0.0029419310672137793, 0.01778833586081853, 0.043225271603212996, 0.0698772802801686, 0.0876449232903755, 0.09097842969212266, 0.08505550762539335, 0.0662982545605421, 0.04376625871155006, 0.02043402120398907, 0.0049878942067755755, 0.00019723924846389807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
